# id;timestamp;commentText;codeText;commentWords;codeWords
AbstractPlatformTransactionManager -> protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus);1328020251;Actually invoke the <code>afterCompletion</code> methods of the_given Spring TransactionSynchronization objects._<p>To be called by this abstract manager itself, or by special implementations_of the <code>registerAfterCompletionWithExistingTransaction</code> callback._@param synchronizations List of TransactionSynchronization objects_@param completionStatus the completion status according to the_constants in the TransactionSynchronization interface_@see #registerAfterCompletionWithExistingTransaction(Object, java.util.List)_@see TransactionSynchronization#STATUS_COMMITTED_@see TransactionSynchronization#STATUS_ROLLED_BACK_@see TransactionSynchronization#STATUS_UNKNOWN;protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus) {_		TransactionSynchronizationUtils.invokeAfterCompletion(synchronizations, completionStatus)__	};actually,invoke,the,code,after,completion,code,methods,of,the,given,spring,transaction,synchronization,objects,p,to,be,called,by,this,abstract,manager,itself,or,by,special,implementations,of,the,code,register,after,completion,with,existing,transaction,code,callback,param,synchronizations,list,of,transaction,synchronization,objects,param,completion,status,the,completion,status,according,to,the,constants,in,the,transaction,synchronization,interface,see,register,after,completion,with,existing,transaction,object,java,util,list,see,transaction,synchronization,see,transaction,synchronization,see,transaction,synchronization;protected,final,void,invoke,after,completion,list,transaction,synchronization,synchronizations,int,completion,status,transaction,synchronization,utils,invoke,after,completion,synchronizations,completion,status
AbstractPlatformTransactionManager -> protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus);1495868221;Actually invoke the {@code afterCompletion} methods of the_given Spring TransactionSynchronization objects._<p>To be called by this abstract manager itself, or by special implementations_of the {@code registerAfterCompletionWithExistingTransaction} callback._@param synchronizations List of TransactionSynchronization objects_@param completionStatus the completion status according to the_constants in the TransactionSynchronization interface_@see #registerAfterCompletionWithExistingTransaction(Object, java.util.List)_@see TransactionSynchronization#STATUS_COMMITTED_@see TransactionSynchronization#STATUS_ROLLED_BACK_@see TransactionSynchronization#STATUS_UNKNOWN;protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus) {_		TransactionSynchronizationUtils.invokeAfterCompletion(synchronizations, completionStatus)__	};actually,invoke,the,code,after,completion,methods,of,the,given,spring,transaction,synchronization,objects,p,to,be,called,by,this,abstract,manager,itself,or,by,special,implementations,of,the,code,register,after,completion,with,existing,transaction,callback,param,synchronizations,list,of,transaction,synchronization,objects,param,completion,status,the,completion,status,according,to,the,constants,in,the,transaction,synchronization,interface,see,register,after,completion,with,existing,transaction,object,java,util,list,see,transaction,synchronization,see,transaction,synchronization,see,transaction,synchronization;protected,final,void,invoke,after,completion,list,transaction,synchronization,synchronizations,int,completion,status,transaction,synchronization,utils,invoke,after,completion,synchronizations,completion,status
AbstractPlatformTransactionManager -> protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus);1496242568;Actually invoke the {@code afterCompletion} methods of the_given Spring TransactionSynchronization objects._<p>To be called by this abstract manager itself, or by special implementations_of the {@code registerAfterCompletionWithExistingTransaction} callback._@param synchronizations List of TransactionSynchronization objects_@param completionStatus the completion status according to the_constants in the TransactionSynchronization interface_@see #registerAfterCompletionWithExistingTransaction(Object, java.util.List)_@see TransactionSynchronization#STATUS_COMMITTED_@see TransactionSynchronization#STATUS_ROLLED_BACK_@see TransactionSynchronization#STATUS_UNKNOWN;protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus) {_		TransactionSynchronizationUtils.invokeAfterCompletion(synchronizations, completionStatus)__	};actually,invoke,the,code,after,completion,methods,of,the,given,spring,transaction,synchronization,objects,p,to,be,called,by,this,abstract,manager,itself,or,by,special,implementations,of,the,code,register,after,completion,with,existing,transaction,callback,param,synchronizations,list,of,transaction,synchronization,objects,param,completion,status,the,completion,status,according,to,the,constants,in,the,transaction,synchronization,interface,see,register,after,completion,with,existing,transaction,object,java,util,list,see,transaction,synchronization,see,transaction,synchronization,see,transaction,synchronization;protected,final,void,invoke,after,completion,list,transaction,synchronization,synchronizations,int,completion,status,transaction,synchronization,utils,invoke,after,completion,synchronizations,completion,status
AbstractPlatformTransactionManager -> protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus);1496259743;Actually invoke the {@code afterCompletion} methods of the_given Spring TransactionSynchronization objects._<p>To be called by this abstract manager itself, or by special implementations_of the {@code registerAfterCompletionWithExistingTransaction} callback._@param synchronizations List of TransactionSynchronization objects_@param completionStatus the completion status according to the_constants in the TransactionSynchronization interface_@see #registerAfterCompletionWithExistingTransaction(Object, java.util.List)_@see TransactionSynchronization#STATUS_COMMITTED_@see TransactionSynchronization#STATUS_ROLLED_BACK_@see TransactionSynchronization#STATUS_UNKNOWN;protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus) {_		TransactionSynchronizationUtils.invokeAfterCompletion(synchronizations, completionStatus)__	};actually,invoke,the,code,after,completion,methods,of,the,given,spring,transaction,synchronization,objects,p,to,be,called,by,this,abstract,manager,itself,or,by,special,implementations,of,the,code,register,after,completion,with,existing,transaction,callback,param,synchronizations,list,of,transaction,synchronization,objects,param,completion,status,the,completion,status,according,to,the,constants,in,the,transaction,synchronization,interface,see,register,after,completion,with,existing,transaction,object,java,util,list,see,transaction,synchronization,see,transaction,synchronization,see,transaction,synchronization;protected,final,void,invoke,after,completion,list,transaction,synchronization,synchronizations,int,completion,status,transaction,synchronization,utils,invoke,after,completion,synchronizations,completion,status
AbstractPlatformTransactionManager -> protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus);1496837955;Actually invoke the {@code afterCompletion} methods of the_given Spring TransactionSynchronization objects._<p>To be called by this abstract manager itself, or by special implementations_of the {@code registerAfterCompletionWithExistingTransaction} callback._@param synchronizations List of TransactionSynchronization objects_@param completionStatus the completion status according to the_constants in the TransactionSynchronization interface_@see #registerAfterCompletionWithExistingTransaction(Object, java.util.List)_@see TransactionSynchronization#STATUS_COMMITTED_@see TransactionSynchronization#STATUS_ROLLED_BACK_@see TransactionSynchronization#STATUS_UNKNOWN;protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus) {_		TransactionSynchronizationUtils.invokeAfterCompletion(synchronizations, completionStatus)__	};actually,invoke,the,code,after,completion,methods,of,the,given,spring,transaction,synchronization,objects,p,to,be,called,by,this,abstract,manager,itself,or,by,special,implementations,of,the,code,register,after,completion,with,existing,transaction,callback,param,synchronizations,list,of,transaction,synchronization,objects,param,completion,status,the,completion,status,according,to,the,constants,in,the,transaction,synchronization,interface,see,register,after,completion,with,existing,transaction,object,java,util,list,see,transaction,synchronization,see,transaction,synchronization,see,transaction,synchronization;protected,final,void,invoke,after,completion,list,transaction,synchronization,synchronizations,int,completion,status,transaction,synchronization,utils,invoke,after,completion,synchronizations,completion,status
AbstractPlatformTransactionManager -> protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus);1498780456;Actually invoke the {@code afterCompletion} methods of the_given Spring TransactionSynchronization objects._<p>To be called by this abstract manager itself, or by special implementations_of the {@code registerAfterCompletionWithExistingTransaction} callback._@param synchronizations List of TransactionSynchronization objects_@param completionStatus the completion status according to the_constants in the TransactionSynchronization interface_@see #registerAfterCompletionWithExistingTransaction(Object, java.util.List)_@see TransactionSynchronization#STATUS_COMMITTED_@see TransactionSynchronization#STATUS_ROLLED_BACK_@see TransactionSynchronization#STATUS_UNKNOWN;protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus) {_		TransactionSynchronizationUtils.invokeAfterCompletion(synchronizations, completionStatus)__	};actually,invoke,the,code,after,completion,methods,of,the,given,spring,transaction,synchronization,objects,p,to,be,called,by,this,abstract,manager,itself,or,by,special,implementations,of,the,code,register,after,completion,with,existing,transaction,callback,param,synchronizations,list,of,transaction,synchronization,objects,param,completion,status,the,completion,status,according,to,the,constants,in,the,transaction,synchronization,interface,see,register,after,completion,with,existing,transaction,object,java,util,list,see,transaction,synchronization,see,transaction,synchronization,see,transaction,synchronization;protected,final,void,invoke,after,completion,list,transaction,synchronization,synchronizations,int,completion,status,transaction,synchronization,utils,invoke,after,completion,synchronizations,completion,status
AbstractPlatformTransactionManager -> protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus);1506842603;Actually invoke the {@code afterCompletion} methods of the_given Spring TransactionSynchronization objects._<p>To be called by this abstract manager itself, or by special implementations_of the {@code registerAfterCompletionWithExistingTransaction} callback._@param synchronizations List of TransactionSynchronization objects_@param completionStatus the completion status according to the_constants in the TransactionSynchronization interface_@see #registerAfterCompletionWithExistingTransaction(Object, java.util.List)_@see TransactionSynchronization#STATUS_COMMITTED_@see TransactionSynchronization#STATUS_ROLLED_BACK_@see TransactionSynchronization#STATUS_UNKNOWN;protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus) {_		TransactionSynchronizationUtils.invokeAfterCompletion(synchronizations, completionStatus)__	};actually,invoke,the,code,after,completion,methods,of,the,given,spring,transaction,synchronization,objects,p,to,be,called,by,this,abstract,manager,itself,or,by,special,implementations,of,the,code,register,after,completion,with,existing,transaction,callback,param,synchronizations,list,of,transaction,synchronization,objects,param,completion,status,the,completion,status,according,to,the,constants,in,the,transaction,synchronization,interface,see,register,after,completion,with,existing,transaction,object,java,util,list,see,transaction,synchronization,see,transaction,synchronization,see,transaction,synchronization;protected,final,void,invoke,after,completion,list,transaction,synchronization,synchronizations,int,completion,status,transaction,synchronization,utils,invoke,after,completion,synchronizations,completion,status
AbstractPlatformTransactionManager -> protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus);1517867503;Actually invoke the {@code afterCompletion} methods of the_given Spring TransactionSynchronization objects._<p>To be called by this abstract manager itself, or by special implementations_of the {@code registerAfterCompletionWithExistingTransaction} callback._@param synchronizations List of TransactionSynchronization objects_@param completionStatus the completion status according to the_constants in the TransactionSynchronization interface_@see #registerAfterCompletionWithExistingTransaction(Object, java.util.List)_@see TransactionSynchronization#STATUS_COMMITTED_@see TransactionSynchronization#STATUS_ROLLED_BACK_@see TransactionSynchronization#STATUS_UNKNOWN;protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus) {_		TransactionSynchronizationUtils.invokeAfterCompletion(synchronizations, completionStatus)__	};actually,invoke,the,code,after,completion,methods,of,the,given,spring,transaction,synchronization,objects,p,to,be,called,by,this,abstract,manager,itself,or,by,special,implementations,of,the,code,register,after,completion,with,existing,transaction,callback,param,synchronizations,list,of,transaction,synchronization,objects,param,completion,status,the,completion,status,according,to,the,constants,in,the,transaction,synchronization,interface,see,register,after,completion,with,existing,transaction,object,java,util,list,see,transaction,synchronization,see,transaction,synchronization,see,transaction,synchronization;protected,final,void,invoke,after,completion,list,transaction,synchronization,synchronizations,int,completion,status,transaction,synchronization,utils,invoke,after,completion,synchronizations,completion,status
AbstractPlatformTransactionManager -> protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus);1530174524;Actually invoke the {@code afterCompletion} methods of the_given Spring TransactionSynchronization objects._<p>To be called by this abstract manager itself, or by special implementations_of the {@code registerAfterCompletionWithExistingTransaction} callback._@param synchronizations a List of TransactionSynchronization objects_@param completionStatus the completion status according to the_constants in the TransactionSynchronization interface_@see #registerAfterCompletionWithExistingTransaction(Object, java.util.List)_@see TransactionSynchronization#STATUS_COMMITTED_@see TransactionSynchronization#STATUS_ROLLED_BACK_@see TransactionSynchronization#STATUS_UNKNOWN;protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus) {_		TransactionSynchronizationUtils.invokeAfterCompletion(synchronizations, completionStatus)__	};actually,invoke,the,code,after,completion,methods,of,the,given,spring,transaction,synchronization,objects,p,to,be,called,by,this,abstract,manager,itself,or,by,special,implementations,of,the,code,register,after,completion,with,existing,transaction,callback,param,synchronizations,a,list,of,transaction,synchronization,objects,param,completion,status,the,completion,status,according,to,the,constants,in,the,transaction,synchronization,interface,see,register,after,completion,with,existing,transaction,object,java,util,list,see,transaction,synchronization,see,transaction,synchronization,see,transaction,synchronization;protected,final,void,invoke,after,completion,list,transaction,synchronization,synchronizations,int,completion,status,transaction,synchronization,utils,invoke,after,completion,synchronizations,completion,status
AbstractPlatformTransactionManager -> protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus);1530174524;Actually invoke the {@code afterCompletion} methods of the_given Spring TransactionSynchronization objects._<p>To be called by this abstract manager itself, or by special implementations_of the {@code registerAfterCompletionWithExistingTransaction} callback._@param synchronizations a List of TransactionSynchronization objects_@param completionStatus the completion status according to the_constants in the TransactionSynchronization interface_@see #registerAfterCompletionWithExistingTransaction(Object, java.util.List)_@see TransactionSynchronization#STATUS_COMMITTED_@see TransactionSynchronization#STATUS_ROLLED_BACK_@see TransactionSynchronization#STATUS_UNKNOWN;protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus) {_		TransactionSynchronizationUtils.invokeAfterCompletion(synchronizations, completionStatus)__	};actually,invoke,the,code,after,completion,methods,of,the,given,spring,transaction,synchronization,objects,p,to,be,called,by,this,abstract,manager,itself,or,by,special,implementations,of,the,code,register,after,completion,with,existing,transaction,callback,param,synchronizations,a,list,of,transaction,synchronization,objects,param,completion,status,the,completion,status,according,to,the,constants,in,the,transaction,synchronization,interface,see,register,after,completion,with,existing,transaction,object,java,util,list,see,transaction,synchronization,see,transaction,synchronization,see,transaction,synchronization;protected,final,void,invoke,after,completion,list,transaction,synchronization,synchronizations,int,completion,status,transaction,synchronization,utils,invoke,after,completion,synchronizations,completion,status
AbstractPlatformTransactionManager -> protected final void triggerBeforeCompletion(DefaultTransactionStatus status);1328020251;Trigger <code>beforeCompletion</code> callbacks._@param status object representing the transaction;protected final void triggerBeforeCompletion(DefaultTransactionStatus status) {_		if (status.isNewSynchronization()) {_			if (status.isDebug()) {_				logger.trace("Triggering beforeCompletion synchronization")__			}_			TransactionSynchronizationUtils.triggerBeforeCompletion()__		}_	};trigger,code,before,completion,code,callbacks,param,status,object,representing,the,transaction;protected,final,void,trigger,before,completion,default,transaction,status,status,if,status,is,new,synchronization,if,status,is,debug,logger,trace,triggering,before,completion,synchronization,transaction,synchronization,utils,trigger,before,completion
AbstractPlatformTransactionManager -> protected final void triggerBeforeCompletion(DefaultTransactionStatus status);1356735495;Trigger {@code beforeCompletion} callbacks._@param status object representing the transaction;protected final void triggerBeforeCompletion(DefaultTransactionStatus status) {_		if (status.isNewSynchronization()) {_			if (status.isDebug()) {_				logger.trace("Triggering beforeCompletion synchronization")__			}_			TransactionSynchronizationUtils.triggerBeforeCompletion()__		}_	};trigger,code,before,completion,callbacks,param,status,object,representing,the,transaction;protected,final,void,trigger,before,completion,default,transaction,status,status,if,status,is,new,synchronization,if,status,is,debug,logger,trace,triggering,before,completion,synchronization,transaction,synchronization,utils,trigger,before,completion
AbstractPlatformTransactionManager -> protected final void triggerBeforeCompletion(DefaultTransactionStatus status);1357119239;Trigger {@code beforeCompletion} callbacks._@param status object representing the transaction;protected final void triggerBeforeCompletion(DefaultTransactionStatus status) {_		if (status.isNewSynchronization()) {_			if (status.isDebug()) {_				logger.trace("Triggering beforeCompletion synchronization")__			}_			TransactionSynchronizationUtils.triggerBeforeCompletion()__		}_	};trigger,code,before,completion,callbacks,param,status,object,representing,the,transaction;protected,final,void,trigger,before,completion,default,transaction,status,status,if,status,is,new,synchronization,if,status,is,debug,logger,trace,triggering,before,completion,synchronization,transaction,synchronization,utils,trigger,before,completion
AbstractPlatformTransactionManager -> protected final void triggerBeforeCompletion(DefaultTransactionStatus status);1368482696;Trigger {@code beforeCompletion} callbacks._@param status object representing the transaction;protected final void triggerBeforeCompletion(DefaultTransactionStatus status) {_		if (status.isNewSynchronization()) {_			if (status.isDebug()) {_				logger.trace("Triggering beforeCompletion synchronization")__			}_			TransactionSynchronizationUtils.triggerBeforeCompletion()__		}_	};trigger,code,before,completion,callbacks,param,status,object,representing,the,transaction;protected,final,void,trigger,before,completion,default,transaction,status,status,if,status,is,new,synchronization,if,status,is,debug,logger,trace,triggering,before,completion,synchronization,transaction,synchronization,utils,trigger,before,completion
AbstractPlatformTransactionManager -> protected final void triggerBeforeCompletion(DefaultTransactionStatus status);1407763209;Trigger {@code beforeCompletion} callbacks._@param status object representing the transaction;protected final void triggerBeforeCompletion(DefaultTransactionStatus status) {_		if (status.isNewSynchronization()) {_			if (status.isDebug()) {_				logger.trace("Triggering beforeCompletion synchronization")__			}_			TransactionSynchronizationUtils.triggerBeforeCompletion()__		}_	};trigger,code,before,completion,callbacks,param,status,object,representing,the,transaction;protected,final,void,trigger,before,completion,default,transaction,status,status,if,status,is,new,synchronization,if,status,is,debug,logger,trace,triggering,before,completion,synchronization,transaction,synchronization,utils,trigger,before,completion
AbstractPlatformTransactionManager -> protected final void triggerBeforeCompletion(DefaultTransactionStatus status);1413473170;Trigger {@code beforeCompletion} callbacks._@param status object representing the transaction;protected final void triggerBeforeCompletion(DefaultTransactionStatus status) {_		if (status.isNewSynchronization()) {_			if (status.isDebug()) {_				logger.trace("Triggering beforeCompletion synchronization")__			}_			TransactionSynchronizationUtils.triggerBeforeCompletion()__		}_	};trigger,code,before,completion,callbacks,param,status,object,representing,the,transaction;protected,final,void,trigger,before,completion,default,transaction,status,status,if,status,is,new,synchronization,if,status,is,debug,logger,trace,triggering,before,completion,synchronization,transaction,synchronization,utils,trigger,before,completion
AbstractPlatformTransactionManager -> protected final void triggerBeforeCompletion(DefaultTransactionStatus status);1425660345;Trigger {@code beforeCompletion} callbacks._@param status object representing the transaction;protected final void triggerBeforeCompletion(DefaultTransactionStatus status) {_		if (status.isNewSynchronization()) {_			if (status.isDebug()) {_				logger.trace("Triggering beforeCompletion synchronization")__			}_			TransactionSynchronizationUtils.triggerBeforeCompletion()__		}_	};trigger,code,before,completion,callbacks,param,status,object,representing,the,transaction;protected,final,void,trigger,before,completion,default,transaction,status,status,if,status,is,new,synchronization,if,status,is,debug,logger,trace,triggering,before,completion,synchronization,transaction,synchronization,utils,trigger,before,completion
AbstractPlatformTransactionManager -> protected final void triggerBeforeCompletion(DefaultTransactionStatus status);1437567612;Trigger {@code beforeCompletion} callbacks._@param status object representing the transaction;protected final void triggerBeforeCompletion(DefaultTransactionStatus status) {_		if (status.isNewSynchronization()) {_			if (status.isDebug()) {_				logger.trace("Triggering beforeCompletion synchronization")__			}_			TransactionSynchronizationUtils.triggerBeforeCompletion()__		}_	};trigger,code,before,completion,callbacks,param,status,object,representing,the,transaction;protected,final,void,trigger,before,completion,default,transaction,status,status,if,status,is,new,synchronization,if,status,is,debug,logger,trace,triggering,before,completion,synchronization,transaction,synchronization,utils,trigger,before,completion
AbstractPlatformTransactionManager -> protected final void triggerBeforeCompletion(DefaultTransactionStatus status);1486062666;Trigger {@code beforeCompletion} callbacks._@param status object representing the transaction;protected final void triggerBeforeCompletion(DefaultTransactionStatus status) {_		if (status.isNewSynchronization()) {_			if (status.isDebug()) {_				logger.trace("Triggering beforeCompletion synchronization")__			}_			TransactionSynchronizationUtils.triggerBeforeCompletion()__		}_	};trigger,code,before,completion,callbacks,param,status,object,representing,the,transaction;protected,final,void,trigger,before,completion,default,transaction,status,status,if,status,is,new,synchronization,if,status,is,debug,logger,trace,triggering,before,completion,synchronization,transaction,synchronization,utils,trigger,before,completion
