# id;timestamp;commentText;codeText;commentWords;codeWords
GenericFileEndpoint -> public void setAntInclude(String antInclude);1548250802;Ant style filter inclusion._Multiple inclusions may be specified in comma-delimited format.;public void setAntInclude(String antInclude) {_        this.antInclude = antInclude__    };ant,style,filter,inclusion,multiple,inclusions,may,be,specified,in,comma,delimited,format;public,void,set,ant,include,string,ant,include,this,ant,include,ant,include
GenericFileEndpoint -> public void setReadLockDeleteOrphanLockFiles(boolean readLockDeleteOrphanLockFiles);1549879447;Whether or not read lock with marker files should upon startup delete any orphan read lock files, which may_have been left on the file system, if Camel was not properly shutdown (such as a JVM crash)._<p/>_If turning this option to <tt>false</tt> then any orphaned lock file will cause Camel to not attempt to pickup_that file, this could also be due another node is concurrently reading files from the same shared directory.;public void setReadLockDeleteOrphanLockFiles(boolean readLockDeleteOrphanLockFiles) {_        this.readLockDeleteOrphanLockFiles = readLockDeleteOrphanLockFiles__    };whether,or,not,read,lock,with,marker,files,should,upon,startup,delete,any,orphan,read,lock,files,which,may,have,been,left,on,the,file,system,if,camel,was,not,properly,shutdown,such,as,a,jvm,crash,p,if,turning,this,option,to,tt,false,tt,then,any,orphaned,lock,file,will,cause,camel,to,not,attempt,to,pickup,that,file,this,could,also,be,due,another,node,is,concurrently,reading,files,from,the,same,shared,directory;public,void,set,read,lock,delete,orphan,lock,files,boolean,read,lock,delete,orphan,lock,files,this,read,lock,delete,orphan,lock,files,read,lock,delete,orphan,lock,files
GenericFileEndpoint -> public void setFlatten(boolean flatten);1548250802;Flatten is used to flatten the file name path to strip any leading paths, so it's just the file name._This allows you to consume recursively into sub-directories, but when you eg write the files to another directory_they will be written in a single directory._Setting this to true on the producer enforces that any file name in CamelFileName header_will be stripped for any leading paths.;public void setFlatten(boolean flatten) {_        this.flatten = flatten__    };flatten,is,used,to,flatten,the,file,name,path,to,strip,any,leading,paths,so,it,s,just,the,file,name,this,allows,you,to,consume,recursively,into,sub,directories,but,when,you,eg,write,the,files,to,another,directory,they,will,be,written,in,a,single,directory,setting,this,to,true,on,the,producer,enforces,that,any,file,name,in,camel,file,name,header,will,be,stripped,for,any,leading,paths;public,void,set,flatten,boolean,flatten,this,flatten,flatten
GenericFileEndpoint -> public void setFlatten(boolean flatten);1549345447;Flatten is used to flatten the file name path to strip any leading paths, so it's just the file name._This allows you to consume recursively into sub-directories, but when you eg write the files to another directory_they will be written in a single directory._Setting this to true on the producer enforces that any file name in CamelFileName header_will be stripped for any leading paths.;public void setFlatten(boolean flatten) {_        this.flatten = flatten__    };flatten,is,used,to,flatten,the,file,name,path,to,strip,any,leading,paths,so,it,s,just,the,file,name,this,allows,you,to,consume,recursively,into,sub,directories,but,when,you,eg,write,the,files,to,another,directory,they,will,be,written,in,a,single,directory,setting,this,to,true,on,the,producer,enforces,that,any,file,name,in,camel,file,name,header,will,be,stripped,for,any,leading,paths;public,void,set,flatten,boolean,flatten,this,flatten,flatten
GenericFileEndpoint -> public void setFlatten(boolean flatten);1549345604;Flatten is used to flatten the file name path to strip any leading paths, so it's just the file name._This allows you to consume recursively into sub-directories, but when you eg write the files to another directory_they will be written in a single directory._Setting this to true on the producer enforces that any file name in CamelFileName header_will be stripped for any leading paths.;public void setFlatten(boolean flatten) {_        this.flatten = flatten__    };flatten,is,used,to,flatten,the,file,name,path,to,strip,any,leading,paths,so,it,s,just,the,file,name,this,allows,you,to,consume,recursively,into,sub,directories,but,when,you,eg,write,the,files,to,another,directory,they,will,be,written,in,a,single,directory,setting,this,to,true,on,the,producer,enforces,that,any,file,name,in,camel,file,name,header,will,be,stripped,for,any,leading,paths;public,void,set,flatten,boolean,flatten,this,flatten,flatten
GenericFileEndpoint -> public void setFlatten(boolean flatten);1549879447;Flatten is used to flatten the file name path to strip any leading paths, so it's just the file name._This allows you to consume recursively into sub-directories, but when you eg write the files to another directory_they will be written in a single directory._Setting this to true on the producer enforces that any file name in CamelFileName header_will be stripped for any leading paths.;public void setFlatten(boolean flatten) {_        this.flatten = flatten__    };flatten,is,used,to,flatten,the,file,name,path,to,strip,any,leading,paths,so,it,s,just,the,file,name,this,allows,you,to,consume,recursively,into,sub,directories,but,when,you,eg,write,the,files,to,another,directory,they,will,be,written,in,a,single,directory,setting,this,to,true,on,the,producer,enforces,that,any,file,name,in,camel,file,name,header,will,be,stripped,for,any,leading,paths;public,void,set,flatten,boolean,flatten,this,flatten,flatten
GenericFileEndpoint -> public void setMoveFailed(Expression moveFailed);1548250802;Sets the move failure expression based on Simple language._For example, to move files into a .error subdirectory use: .error._Note: When moving the files to the fail location Camel will handle the error and will not pick up the file again.;public void setMoveFailed(Expression moveFailed) {_        this.moveFailed = moveFailed__    };sets,the,move,failure,expression,based,on,simple,language,for,example,to,move,files,into,a,error,subdirectory,use,error,note,when,moving,the,files,to,the,fail,location,camel,will,handle,the,error,and,will,not,pick,up,the,file,again;public,void,set,move,failed,expression,move,failed,this,move,failed,move,failed
GenericFileEndpoint -> public void setMoveFailed(Expression moveFailed);1549345447;Sets the move failure expression based on Simple language._For example, to move files into a .error subdirectory use: .error._Note: When moving the files to the fail location Camel will handle the error and will not pick up the file again.;public void setMoveFailed(Expression moveFailed) {_        this.moveFailed = moveFailed__    };sets,the,move,failure,expression,based,on,simple,language,for,example,to,move,files,into,a,error,subdirectory,use,error,note,when,moving,the,files,to,the,fail,location,camel,will,handle,the,error,and,will,not,pick,up,the,file,again;public,void,set,move,failed,expression,move,failed,this,move,failed,move,failed
GenericFileEndpoint -> public void setMoveFailed(Expression moveFailed);1549345604;Sets the move failure expression based on Simple language._For example, to move files into a .error subdirectory use: .error._Note: When moving the files to the fail location Camel will handle the error and will not pick up the file again.;public void setMoveFailed(Expression moveFailed) {_        this.moveFailed = moveFailed__    };sets,the,move,failure,expression,based,on,simple,language,for,example,to,move,files,into,a,error,subdirectory,use,error,note,when,moving,the,files,to,the,fail,location,camel,will,handle,the,error,and,will,not,pick,up,the,file,again;public,void,set,move,failed,expression,move,failed,this,move,failed,move,failed
GenericFileEndpoint -> public void setMoveFailed(Expression moveFailed);1549879447;Sets the move failure expression based on Simple language._For example, to move files into a .error subdirectory use: .error._Note: When moving the files to the fail location Camel will handle the error and will not pick up the file again.;public void setMoveFailed(Expression moveFailed) {_        this.moveFailed = moveFailed__    };sets,the,move,failure,expression,based,on,simple,language,for,example,to,move,files,into,a,error,subdirectory,use,error,note,when,moving,the,files,to,the,fail,location,camel,will,handle,the,error,and,will,not,pick,up,the,file,again;public,void,set,move,failed,expression,move,failed,this,move,failed,move,failed
GenericFileEndpoint -> public void setAutoCreate(boolean autoCreate);1548250802;Automatically create missing directories in the file's pathname. For the file consumer, that means creating the starting directory._For the file producer, it means the directory the files should be written to.;public void setAutoCreate(boolean autoCreate) {_        this.autoCreate = autoCreate__    };automatically,create,missing,directories,in,the,file,s,pathname,for,the,file,consumer,that,means,creating,the,starting,directory,for,the,file,producer,it,means,the,directory,the,files,should,be,written,to;public,void,set,auto,create,boolean,auto,create,this,auto,create,auto,create
GenericFileEndpoint -> public void setAutoCreate(boolean autoCreate);1549345447;Automatically create missing directories in the file's pathname. For the file consumer, that means creating the starting directory._For the file producer, it means the directory the files should be written to.;public void setAutoCreate(boolean autoCreate) {_        this.autoCreate = autoCreate__    };automatically,create,missing,directories,in,the,file,s,pathname,for,the,file,consumer,that,means,creating,the,starting,directory,for,the,file,producer,it,means,the,directory,the,files,should,be,written,to;public,void,set,auto,create,boolean,auto,create,this,auto,create,auto,create
GenericFileEndpoint -> public void setAutoCreate(boolean autoCreate);1549345604;Automatically create missing directories in the file's pathname. For the file consumer, that means creating the starting directory._For the file producer, it means the directory the files should be written to.;public void setAutoCreate(boolean autoCreate) {_        this.autoCreate = autoCreate__    };automatically,create,missing,directories,in,the,file,s,pathname,for,the,file,consumer,that,means,creating,the,starting,directory,for,the,file,producer,it,means,the,directory,the,files,should,be,written,to;public,void,set,auto,create,boolean,auto,create,this,auto,create,auto,create
GenericFileEndpoint -> public void setAutoCreate(boolean autoCreate);1549879447;Automatically create missing directories in the file's pathname. For the file consumer, that means creating the starting directory._For the file producer, it means the directory the files should be written to.;public void setAutoCreate(boolean autoCreate) {_        this.autoCreate = autoCreate__    };automatically,create,missing,directories,in,the,file,s,pathname,for,the,file,consumer,that,means,creating,the,starting,directory,for,the,file,producer,it,means,the,directory,the,files,should,be,written,to;public,void,set,auto,create,boolean,auto,create,this,auto,create,auto,create
