# id;timestamp;commentText;codeText;commentWords;codeWords
HttpComponentsClientHttpRequestFactory -> @Override 	public void destroy() throws Exception;1377627757;Shutdown hook that closes the underlying_{@link org.apache.http.conn.ClientConnectionManager ClientConnectionManager}'s_connection pool, if any.;@Override_	public void destroy() throws Exception {_		getHttpClient().getConnectionManager().shutdown()__	};shutdown,hook,that,closes,the,underlying,link,org,apache,http,conn,client,connection,manager,client,connection,manager,s,connection,pool,if,any;override,public,void,destroy,throws,exception,get,http,client,get,connection,manager,shutdown
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1412780546;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case DELETE:_				return new HttpDelete(uri)__			case HEAD:_				return new HttpHead(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case TRACE:_				return new HttpTrace(uri)__			case PATCH:_				return new HttpPatch(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,delete,return,new,http,delete,uri,case,head,return,new,http,head,uri,case,options,return,new,http,options,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,trace,return,new,http,trace,uri,case,patch,return,new,http,patch,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1414442939;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case DELETE:_				return new HttpDelete(uri)__			case HEAD:_				return new HttpHead(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case TRACE:_				return new HttpTrace(uri)__			case PATCH:_				return new HttpPatch(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,delete,return,new,http,delete,uri,case,head,return,new,http,head,uri,case,options,return,new,http,options,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,trace,return,new,http,trace,uri,case,patch,return,new,http,patch,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1419262267;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case DELETE:_				return new HttpDelete(uri)__			case HEAD:_				return new HttpHead(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case TRACE:_				return new HttpTrace(uri)__			case PATCH:_				return new HttpPatch(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,delete,return,new,http,delete,uri,case,head,return,new,http,head,uri,case,options,return,new,http,options,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,trace,return,new,http,trace,uri,case,patch,return,new,http,patch,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1419842214;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case DELETE:_				return new HttpDelete(uri)__			case HEAD:_				return new HttpHead(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case TRACE:_				return new HttpTrace(uri)__			case PATCH:_				return new HttpPatch(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,delete,return,new,http,delete,uri,case,head,return,new,http,head,uri,case,options,return,new,http,options,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,trace,return,new,http,trace,uri,case,patch,return,new,http,patch,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1420464527;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case DELETE:_				return new HttpDelete(uri)__			case HEAD:_				return new HttpHead(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case TRACE:_				return new HttpTrace(uri)__			case PATCH:_				return new HttpPatch(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,delete,return,new,http,delete,uri,case,head,return,new,http,head,uri,case,options,return,new,http,options,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,trace,return,new,http,trace,uri,case,patch,return,new,http,patch,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1426623891;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case DELETE:_				return new HttpDelete(uri)__			case HEAD:_				return new HttpHead(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case TRACE:_				return new HttpTrace(uri)__			case PATCH:_				return new HttpPatch(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,delete,return,new,http,delete,uri,case,head,return,new,http,head,uri,case,options,return,new,http,options,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,trace,return,new,http,trace,uri,case,patch,return,new,http,patch,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1434384787;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case DELETE:_				return new HttpDelete(uri)__			case HEAD:_				return new HttpHead(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case TRACE:_				return new HttpTrace(uri)__			case PATCH:_				return new HttpPatch(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,delete,return,new,http,delete,uri,case,head,return,new,http,head,uri,case,options,return,new,http,options,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,trace,return,new,http,trace,uri,case,patch,return,new,http,patch,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1436200220;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case DELETE:_				return new HttpDelete(uri)__			case HEAD:_				return new HttpHead(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case TRACE:_				return new HttpTrace(uri)__			case PATCH:_				return new HttpPatch(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,delete,return,new,http,delete,uri,case,head,return,new,http,head,uri,case,options,return,new,http,options,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,trace,return,new,http,trace,uri,case,patch,return,new,http,patch,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1438251337;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case DELETE:_				return new HttpDelete(uri)__			case HEAD:_				return new HttpHead(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case TRACE:_				return new HttpTrace(uri)__			case PATCH:_				return new HttpPatch(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,delete,return,new,http,delete,uri,case,head,return,new,http,head,uri,case,options,return,new,http,options,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,trace,return,new,http,trace,uri,case,patch,return,new,http,patch,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1449660489;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case HEAD:_				return new HttpHead(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case PATCH:_				return new HttpPatch(uri)__			case DELETE:_				return new HttpDelete(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case TRACE:_				return new HttpTrace(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,head,return,new,http,head,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,patch,return,new,http,patch,uri,case,delete,return,new,http,delete,uri,case,options,return,new,http,options,uri,case,trace,return,new,http,trace,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1467375086;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case HEAD:_				return new HttpHead(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case PATCH:_				return new HttpPatch(uri)__			case DELETE:_				return new HttpDelete(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case TRACE:_				return new HttpTrace(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,head,return,new,http,head,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,patch,return,new,http,patch,uri,case,delete,return,new,http,delete,uri,case,options,return,new,http,options,uri,case,trace,return,new,http,trace,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1467667302;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case HEAD:_				return new HttpHead(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case PATCH:_				return new HttpPatch(uri)__			case DELETE:_				return new HttpDelete(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case TRACE:_				return new HttpTrace(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,head,return,new,http,head,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,patch,return,new,http,patch,uri,case,delete,return,new,http,delete,uri,case,options,return,new,http,options,uri,case,trace,return,new,http,trace,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1468600707;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case HEAD:_				return new HttpHead(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case PATCH:_				return new HttpPatch(uri)__			case DELETE:_				return new HttpDelete(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case TRACE:_				return new HttpTrace(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,head,return,new,http,head,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,patch,return,new,http,patch,uri,case,delete,return,new,http,delete,uri,case,options,return,new,http,options,uri,case,trace,return,new,http,trace,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1495868221;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case HEAD:_				return new HttpHead(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case PATCH:_				return new HttpPatch(uri)__			case DELETE:_				return new HttpDelete(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case TRACE:_				return new HttpTrace(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,head,return,new,http,head,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,patch,return,new,http,patch,uri,case,delete,return,new,http,delete,uri,case,options,return,new,http,options,uri,case,trace,return,new,http,trace,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1496837955;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case HEAD:_				return new HttpHead(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case PATCH:_				return new HttpPatch(uri)__			case DELETE:_				return new HttpDelete(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case TRACE:_				return new HttpTrace(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,head,return,new,http,head,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,patch,return,new,http,patch,uri,case,delete,return,new,http,delete,uri,case,options,return,new,http,options,uri,case,trace,return,new,http,trace,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1497453044;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case HEAD:_				return new HttpHead(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case PATCH:_				return new HttpPatch(uri)__			case DELETE:_				return new HttpDelete(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case TRACE:_				return new HttpTrace(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,head,return,new,http,head,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,patch,return,new,http,patch,uri,case,delete,return,new,http,delete,uri,case,options,return,new,http,options,uri,case,trace,return,new,http,trace,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1498780456;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case HEAD:_				return new HttpHead(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case PATCH:_				return new HttpPatch(uri)__			case DELETE:_				return new HttpDelete(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case TRACE:_				return new HttpTrace(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,head,return,new,http,head,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,patch,return,new,http,patch,uri,case,delete,return,new,http,delete,uri,case,options,return,new,http,options,uri,case,trace,return,new,http,trace,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1500416137;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case HEAD:_				return new HttpHead(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case PATCH:_				return new HttpPatch(uri)__			case DELETE:_				return new HttpDelete(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case TRACE:_				return new HttpTrace(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,head,return,new,http,head,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,patch,return,new,http,patch,uri,case,delete,return,new,http,delete,uri,case,options,return,new,http,options,uri,case,trace,return,new,http,trace,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1520890308;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case HEAD:_				return new HttpHead(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case PATCH:_				return new HttpPatch(uri)__			case DELETE:_				return new HttpDelete(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case TRACE:_				return new HttpTrace(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,head,return,new,http,head,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,patch,return,new,http,patch,uri,case,delete,return,new,http,delete,uri,case,options,return,new,http,options,uri,case,trace,return,new,http,trace,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri);1523025317;Create a Commons HttpMethodBase object for the given HTTP method and URI specification._@param httpMethod the HTTP method_@param uri the URI_@return the Commons HttpMethodBase object;protected HttpUriRequest createHttpUriRequest(HttpMethod httpMethod, URI uri) {_		switch (httpMethod) {_			case GET:_				return new HttpGet(uri)__			case HEAD:_				return new HttpHead(uri)__			case POST:_				return new HttpPost(uri)__			case PUT:_				return new HttpPut(uri)__			case PATCH:_				return new HttpPatch(uri)__			case DELETE:_				return new HttpDelete(uri)__			case OPTIONS:_				return new HttpOptions(uri)__			case TRACE:_				return new HttpTrace(uri)__			default:_				throw new IllegalArgumentException("Invalid HTTP method: " + httpMethod)__		}_	};create,a,commons,http,method,base,object,for,the,given,http,method,and,uri,specification,param,http,method,the,http,method,param,uri,the,uri,return,the,commons,http,method,base,object;protected,http,uri,request,create,http,uri,request,http,method,http,method,uri,uri,switch,http,method,case,get,return,new,http,get,uri,case,head,return,new,http,head,uri,case,post,return,new,http,post,uri,case,put,return,new,http,put,uri,case,patch,return,new,http,patch,uri,case,delete,return,new,http,delete,uri,case,options,return,new,http,options,uri,case,trace,return,new,http,trace,uri,default,throw,new,illegal,argument,exception,invalid,http,method,http,method
HttpComponentsClientHttpRequestFactory -> @SuppressWarnings("deprecation") 	private void setLegacySocketTimeout(HttpClient client, int timeout);1394472663;Apply the specified socket timeout to deprecated {@link HttpClient}_implementations. See {@link #setLegacyConnectionTimeout}._@param client the client to configure_@param timeout the custom socket timeout_@see #setLegacyConnectionTimeout;@SuppressWarnings("deprecation")_	private void setLegacySocketTimeout(HttpClient client, int timeout) {_		if (org.apache.http.impl.client.AbstractHttpClient.class.isInstance(client)) {_			client.getParams().setIntParameter(_					org.apache.http.params.CoreConnectionPNames.SO_TIMEOUT, timeout)__		}_	};apply,the,specified,socket,timeout,to,deprecated,link,http,client,implementations,see,link,set,legacy,connection,timeout,param,client,the,client,to,configure,param,timeout,the,custom,socket,timeout,see,set,legacy,connection,timeout;suppress,warnings,deprecation,private,void,set,legacy,socket,timeout,http,client,client,int,timeout,if,org,apache,http,impl,client,abstract,http,client,class,is,instance,client,client,get,params,set,int,parameter,org,apache,http,params,core,connection,pnames,timeout
