# id;timestamp;commentText;codeText;commentWords;codeWords
CollectionUtils -> public static boolean contains(Enumeration enumeration, Object element);1328020251;Check whether the given Enumeration contains the given element._@param enumeration the Enumeration to check_@param element the element to look for_@return <code>true</code> if found, <code>false</code> else;public static boolean contains(Enumeration enumeration, Object element) {_		if (enumeration != null) {_			while (enumeration.hasMoreElements()) {_				Object candidate = enumeration.nextElement()__				if (ObjectUtils.nullSafeEquals(candidate, element)) {_					return true__				}_			}_		}_		return false__	};check,whether,the,given,enumeration,contains,the,given,element,param,enumeration,the,enumeration,to,check,param,element,the,element,to,look,for,return,code,true,code,if,found,code,false,code,else;public,static,boolean,contains,enumeration,enumeration,object,element,if,enumeration,null,while,enumeration,has,more,elements,object,candidate,enumeration,next,element,if,object,utils,null,safe,equals,candidate,element,return,true,return,false
CollectionUtils -> public static boolean containsAny(Collection<?> source, Collection<?> candidates);1493370460;Return {@code true} if any element in '{@code candidates}' is_contained in '{@code source}'_ otherwise returns {@code false}._@param source the source Collection_@param candidates the candidates to search for_@return whether any of the candidates has been found;public static boolean containsAny(Collection<?> source, Collection<?> candidates) {_		if (isEmpty(source) || isEmpty(candidates)) {_			return false__		}_		for (Object candidate : candidates) {_			if (source.contains(candidate)) {_				return true__			}_		}_		return false__	};return,code,true,if,any,element,in,code,candidates,is,contained,in,code,source,otherwise,returns,code,false,param,source,the,source,collection,param,candidates,the,candidates,to,search,for,return,whether,any,of,the,candidates,has,been,found;public,static,boolean,contains,any,collection,source,collection,candidates,if,is,empty,source,is,empty,candidates,return,false,for,object,candidate,candidates,if,source,contains,candidate,return,true,return,false
CollectionUtils -> public static boolean containsAny(Collection<?> source, Collection<?> candidates);1495868221;Return {@code true} if any element in '{@code candidates}' is_contained in '{@code source}'_ otherwise returns {@code false}._@param source the source Collection_@param candidates the candidates to search for_@return whether any of the candidates has been found;public static boolean containsAny(Collection<?> source, Collection<?> candidates) {_		if (isEmpty(source) || isEmpty(candidates)) {_			return false__		}_		for (Object candidate : candidates) {_			if (source.contains(candidate)) {_				return true__			}_		}_		return false__	};return,code,true,if,any,element,in,code,candidates,is,contained,in,code,source,otherwise,returns,code,false,param,source,the,source,collection,param,candidates,the,candidates,to,search,for,return,whether,any,of,the,candidates,has,been,found;public,static,boolean,contains,any,collection,source,collection,candidates,if,is,empty,source,is,empty,candidates,return,false,for,object,candidate,candidates,if,source,contains,candidate,return,true,return,false
CollectionUtils -> public static boolean containsAny(Collection<?> source, Collection<?> candidates);1496259743;Return {@code true} if any element in '{@code candidates}' is_contained in '{@code source}'_ otherwise returns {@code false}._@param source the source Collection_@param candidates the candidates to search for_@return whether any of the candidates has been found;public static boolean containsAny(Collection<?> source, Collection<?> candidates) {_		if (isEmpty(source) || isEmpty(candidates)) {_			return false__		}_		for (Object candidate : candidates) {_			if (source.contains(candidate)) {_				return true__			}_		}_		return false__	};return,code,true,if,any,element,in,code,candidates,is,contained,in,code,source,otherwise,returns,code,false,param,source,the,source,collection,param,candidates,the,candidates,to,search,for,return,whether,any,of,the,candidates,has,been,found;public,static,boolean,contains,any,collection,source,collection,candidates,if,is,empty,source,is,empty,candidates,return,false,for,object,candidate,candidates,if,source,contains,candidate,return,true,return,false
CollectionUtils -> public static boolean containsAny(Collection<?> source, Collection<?> candidates);1496837955;Return {@code true} if any element in '{@code candidates}' is_contained in '{@code source}'_ otherwise returns {@code false}._@param source the source Collection_@param candidates the candidates to search for_@return whether any of the candidates has been found;public static boolean containsAny(Collection<?> source, Collection<?> candidates) {_		if (isEmpty(source) || isEmpty(candidates)) {_			return false__		}_		for (Object candidate : candidates) {_			if (source.contains(candidate)) {_				return true__			}_		}_		return false__	};return,code,true,if,any,element,in,code,candidates,is,contained,in,code,source,otherwise,returns,code,false,param,source,the,source,collection,param,candidates,the,candidates,to,search,for,return,whether,any,of,the,candidates,has,been,found;public,static,boolean,contains,any,collection,source,collection,candidates,if,is,empty,source,is,empty,candidates,return,false,for,object,candidate,candidates,if,source,contains,candidate,return,true,return,false
CollectionUtils -> public static boolean containsAny(Collection<?> source, Collection<?> candidates);1496955179;Return {@code true} if any element in '{@code candidates}' is_contained in '{@code source}'_ otherwise returns {@code false}._@param source the source Collection_@param candidates the candidates to search for_@return whether any of the candidates has been found;public static boolean containsAny(Collection<?> source, Collection<?> candidates) {_		if (isEmpty(source) || isEmpty(candidates)) {_			return false__		}_		for (Object candidate : candidates) {_			if (source.contains(candidate)) {_				return true__			}_		}_		return false__	};return,code,true,if,any,element,in,code,candidates,is,contained,in,code,source,otherwise,returns,code,false,param,source,the,source,collection,param,candidates,the,candidates,to,search,for,return,whether,any,of,the,candidates,has,been,found;public,static,boolean,contains,any,collection,source,collection,candidates,if,is,empty,source,is,empty,candidates,return,false,for,object,candidate,candidates,if,source,contains,candidate,return,true,return,false
CollectionUtils -> public static boolean containsAny(Collection<?> source, Collection<?> candidates);1497269532;Return {@code true} if any element in '{@code candidates}' is_contained in '{@code source}'_ otherwise returns {@code false}._@param source the source Collection_@param candidates the candidates to search for_@return whether any of the candidates has been found;public static boolean containsAny(Collection<?> source, Collection<?> candidates) {_		if (isEmpty(source) || isEmpty(candidates)) {_			return false__		}_		for (Object candidate : candidates) {_			if (source.contains(candidate)) {_				return true__			}_		}_		return false__	};return,code,true,if,any,element,in,code,candidates,is,contained,in,code,source,otherwise,returns,code,false,param,source,the,source,collection,param,candidates,the,candidates,to,search,for,return,whether,any,of,the,candidates,has,been,found;public,static,boolean,contains,any,collection,source,collection,candidates,if,is,empty,source,is,empty,candidates,return,false,for,object,candidate,candidates,if,source,contains,candidate,return,true,return,false
CollectionUtils -> public static boolean containsAny(Collection<?> source, Collection<?> candidates);1500448076;Return {@code true} if any element in '{@code candidates}' is_contained in '{@code source}'_ otherwise returns {@code false}._@param source the source Collection_@param candidates the candidates to search for_@return whether any of the candidates has been found;public static boolean containsAny(Collection<?> source, Collection<?> candidates) {_		if (isEmpty(source) || isEmpty(candidates)) {_			return false__		}_		for (Object candidate : candidates) {_			if (source.contains(candidate)) {_				return true__			}_		}_		return false__	};return,code,true,if,any,element,in,code,candidates,is,contained,in,code,source,otherwise,returns,code,false,param,source,the,source,collection,param,candidates,the,candidates,to,search,for,return,whether,any,of,the,candidates,has,been,found;public,static,boolean,contains,any,collection,source,collection,candidates,if,is,empty,source,is,empty,candidates,return,false,for,object,candidate,candidates,if,source,contains,candidate,return,true,return,false
CollectionUtils -> public static boolean containsAny(Collection<?> source, Collection<?> candidates);1502974979;Return {@code true} if any element in '{@code candidates}' is_contained in '{@code source}'_ otherwise returns {@code false}._@param source the source Collection_@param candidates the candidates to search for_@return whether any of the candidates has been found;public static boolean containsAny(Collection<?> source, Collection<?> candidates) {_		if (isEmpty(source) || isEmpty(candidates)) {_			return false__		}_		for (Object candidate : candidates) {_			if (source.contains(candidate)) {_				return true__			}_		}_		return false__	};return,code,true,if,any,element,in,code,candidates,is,contained,in,code,source,otherwise,returns,code,false,param,source,the,source,collection,param,candidates,the,candidates,to,search,for,return,whether,any,of,the,candidates,has,been,found;public,static,boolean,contains,any,collection,source,collection,candidates,if,is,empty,source,is,empty,candidates,return,false,for,object,candidate,candidates,if,source,contains,candidate,return,true,return,false
CollectionUtils -> public static boolean containsAny(Collection<?> source, Collection<?> candidates);1515777832;Return {@code true} if any element in '{@code candidates}' is_contained in '{@code source}'_ otherwise returns {@code false}._@param source the source Collection_@param candidates the candidates to search for_@return whether any of the candidates has been found;public static boolean containsAny(Collection<?> source, Collection<?> candidates) {_		if (isEmpty(source) || isEmpty(candidates)) {_			return false__		}_		for (Object candidate : candidates) {_			if (source.contains(candidate)) {_				return true__			}_		}_		return false__	};return,code,true,if,any,element,in,code,candidates,is,contained,in,code,source,otherwise,returns,code,false,param,source,the,source,collection,param,candidates,the,candidates,to,search,for,return,whether,any,of,the,candidates,has,been,found;public,static,boolean,contains,any,collection,source,collection,candidates,if,is,empty,source,is,empty,candidates,return,false,for,object,candidate,candidates,if,source,contains,candidate,return,true,return,false
CollectionUtils -> public static boolean containsAny(Collection<?> source, Collection<?> candidates);1528737477;Return {@code true} if any element in '{@code candidates}' is_contained in '{@code source}'_ otherwise returns {@code false}._@param source the source Collection_@param candidates the candidates to search for_@return whether any of the candidates has been found;public static boolean containsAny(Collection<?> source, Collection<?> candidates) {_		if (isEmpty(source) || isEmpty(candidates)) {_			return false__		}_		for (Object candidate : candidates) {_			if (source.contains(candidate)) {_				return true__			}_		}_		return false__	};return,code,true,if,any,element,in,code,candidates,is,contained,in,code,source,otherwise,returns,code,false,param,source,the,source,collection,param,candidates,the,candidates,to,search,for,return,whether,any,of,the,candidates,has,been,found;public,static,boolean,contains,any,collection,source,collection,candidates,if,is,empty,source,is,empty,candidates,return,false,for,object,candidate,candidates,if,source,contains,candidate,return,true,return,false
CollectionUtils -> public static boolean containsAny(Collection<?> source, Collection<?> candidates);1530174524;Return {@code true} if any element in '{@code candidates}' is_contained in '{@code source}'_ otherwise returns {@code false}._@param source the source Collection_@param candidates the candidates to search for_@return whether any of the candidates has been found;public static boolean containsAny(Collection<?> source, Collection<?> candidates) {_		if (isEmpty(source) || isEmpty(candidates)) {_			return false__		}_		for (Object candidate : candidates) {_			if (source.contains(candidate)) {_				return true__			}_		}_		return false__	};return,code,true,if,any,element,in,code,candidates,is,contained,in,code,source,otherwise,returns,code,false,param,source,the,source,collection,param,candidates,the,candidates,to,search,for,return,whether,any,of,the,candidates,has,been,found;public,static,boolean,contains,any,collection,source,collection,candidates,if,is,empty,source,is,empty,candidates,return,false,for,object,candidate,candidates,if,source,contains,candidate,return,true,return,false
CollectionUtils -> public static boolean hasUniqueObject(Collection collection);1328020251;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return <code>true</code> if the collection contains a single reference or_multiple references to the same instance, <code>false</code> else;public static boolean hasUniqueObject(Collection collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,code,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,code,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection collection);1356735495;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection collection);1357119239;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection collection);1368482696;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection<?> collection);1385412762;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection<?> collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection<?> collection);1385986241;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection<?> collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection<?> collection);1386673232;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection<?> collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection<?> collection);1398721027;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection<?> collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection<?> collection);1425639171;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection<?> collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection<?> collection);1436221591;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection<?> collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection<?> collection);1467730834;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection<?> collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection<?> collection);1474830340;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection<?> collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection<?> collection);1485782330;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection<?> collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection<?> collection);1493370460;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection<?> collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection<?> collection);1495868221;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection<?> collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection<?> collection);1496259743;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection<?> collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection<?> collection);1496837955;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection<?> collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection<?> collection);1496955179;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection<?> collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection<?> collection);1497269532;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection<?> collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
CollectionUtils -> public static boolean hasUniqueObject(Collection<?> collection);1500448076;Determine whether the given Collection only contains a single unique object._@param collection the Collection to check_@return {@code true} if the collection contains a single reference or_multiple references to the same instance, {@code false} else;public static boolean hasUniqueObject(Collection<?> collection) {_		if (isEmpty(collection)) {_			return false__		}_		boolean hasCandidate = false__		Object candidate = null__		for (Object elem : collection) {_			if (!hasCandidate) {_				hasCandidate = true__				candidate = elem__			}_			else if (candidate != elem) {_				return false__			}_		}_		return true__	};determine,whether,the,given,collection,only,contains,a,single,unique,object,param,collection,the,collection,to,check,return,code,true,if,the,collection,contains,a,single,reference,or,multiple,references,to,the,same,instance,code,false,else;public,static,boolean,has,unique,object,collection,collection,if,is,empty,collection,return,false,boolean,has,candidate,false,object,candidate,null,for,object,elem,collection,if,has,candidate,has,candidate,true,candidate,elem,else,if,candidate,elem,return,false,return,true
